=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.28s]  Mówię
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3465.78s]  bathroom
[3465.78s - 3465.96s]  and
[3465.96s - 3465.96s]  I'm
[3465.96s - 3465.96s]  going
[3465.96s - 3465.96s]  to
[3465.96s - 3465.96s]  go
[3465.96s - 3465.96s]  to
[3465.96s - 3465.96s]  the
[3465.96s - 3465.96s]  bathroom
[3465.96s - 3465.96s]  and
[3465.96s - 3465.96s]  I'm
[3465.96s - 3466.46s]  going
[3466.46s - 3466.46s]  to
[3466.46s - 3466.46s]  go
[3466.46s - 3466.46s]  to
[3466.46s - 3466.46s]  the
[3466.46s - 3466.46s]  bathroom
[3466.46s - 3466.46s]  and
[3466.46s - 3466.46s]  I'm
[3466.46s - 3466.46s]  going
[3466.46s - 3466.46s]  to
[3466.46s - 3466.46s]  go
[3466.46s - 3466.46s]  to
[3466.46s - 3466.46s]  the
[3466.46s - 3466.46s]  bathroom
[3466.46s - 3466.46s]  and
[3466.46s - 3466.46s]  I'm
[3466.46s - 3466.54s]  going
[3466.54s - 3466.54s]  to
[3466.54s - 3466.54s]  go
[3466.54s - 3466.54s]  to
[3466.54s - 3466.54s]  the
[3466.54s - 3466.54s]  bathroom
[3466.54s - 3466.78s]  and
[3466.78s - 3466.78s]  I'm
[3466.78s - 3466.78s]  going
[3466.78s - 3466.78s]  to
[3466.78s - 3466.78s]  go
[3466.78s - 3466.78s]  to
[3466.78s - 3466.78s]  the
[3466.78s - 3466.78s]  bathroom
[3466.78s - 3466.78s]  and
[3466.78s - 3466.78s]  I'm
[3466.78s - 3467.52s]  going
[3467.52s - 3467.52s]  to
[3467.52s - 3467.52s]  go
[3467.52s - 3467.52s]  to
[3467.52s - 3467.52s]  the
[3467.52s - 3467.52s]  bathroom
[3467.52s - 3467.52s]  and
[3467.52s - 3467.84s]  I'm
[3467.84s - 3467.84s]  going
[3467.84s - 3467.84s]  to
[3467.84s - 3467.84s]  go
[3467.84s - 3467.84s]  to
[3467.84s - 3467.84s]  the
[3467.84s - 3467.84s]  bathroom
[3467.84s - 3467.84s]  and
[3467.84s - 3467.84s]  I'm
[3467.84s - 3467.90s]  going
[3467.90s - 3467.90s]  to
[3467.90s - 3467.92s]  go
[3467.92s - 3467.92s]  to
[3467.92s - 3467.92s]  the
[3467.92s - 3467.92s]  bathroom
[3467.92s - 3467.92s]  and
[3467.92s - 3467.94s]  I'm
[3467.94s - 3467.94s]  going
[3467.94s - 3467.94s]  to
[3467.94s - 3467.94s]  go
[3467.94s - 3467.94s]  to
[3467.94s - 3467.94s]  the
[3467.94s - 3467.94s]  bathroom
[3467.94s - 3467.94s]  and
[3467.94s - 3467.94s]  I'm
[3467.94s - 3467.94s]  going
[3467.94s - 3467.94s]  to
[3467.94s - 3467.94s]  go
[3467.94s - 3467.94s]  to
[3467.94s - 3467.94s]  the
[3467.94s - 3467.94s]  bathroom
[3467.94s - 3467.94s]  and
[3467.94s - 3468.48s]  I'm
[3468.48s - 3468.48s]  going
[3468.48s - 3468.48s]  to
[3468.48s - 3468.48s]  go
[3468.48s - 3468.48s]  to
[3468.48s - 3468.48s]  the
[3468.48s - 3468.48s]  bathroom
[3468.48s - 3468.48s]  and
[3468.48s - 3468.60s]  I'm
[3468.60s - 3468.60s]  going
[3460.00s - 3466.30s]  1
[3466.30s - 3476.52s] -2
[3476.52s - 3476.52s] -3
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3476.52s] -4
[3476.52s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3477.02s] -4
[3477.02s - 3480.30s] -4
[3480.30s - 3480.30s] -4
[3480.30s - 3480.30s] -4
[3480.30s - 3480.30s] -4
[3480.30s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.94s] -4
[3480.94s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3480.96s] -4
[3480.96s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3482.58s] -4
[3482.58s - 3483.86s] -4
[3483.86s - 3483.86s] -4
[3483.86s - 3483.86s] -4
[3483.86s - 3483.86s] -4
[3483.86s - 3483.86s] -4
[3483.86s - 3483.86s] -4
[3483.86s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3484.90s] -4
[3484.90s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.30s] -4
[3485.30s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3485.48s] -4
[3485.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3486.48s] -4
[3486.48s - 3487.74s] -4
[3487.74s - 3488.94s] -4
[3488.94s - 3488.94s] -4
[3488.94s - 3488.94s] -
[3480.00s - 3487.16s]  Jak
[3487.16s - 3487.74s]  to,
[3487.74s - 3488.96s]  ale
[3488.96s - 3489.28s]  już
[3489.28s - 3489.68s]  powiedzieć
[3489.68s - 3490.10s]  coś
[3490.10s - 3490.54s]  te,
[3490.54s - 3490.62s]  ale
[3490.62s - 3490.88s]  tak
[3490.88s - 3527.12s]  jak,
[3527.12s - 3529.82s]  yeah,
[3529.82s - 3529.82s]  yeah,
[3529.82s - 3529.82s]  yeah,
[3529.82s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.84s]  yeah,
[3529.84s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3529.92s - 3529.92s]  yeah,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю,
[3549.98s - 3549.98s]  я
[3549.98s - 3549.98s]  не
[3549.98s - 3549.98s]  знаю
[3540.00s - 3540.04s]  1
[3540.04s - 3600.48s]  tbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb我都不吃了你快起床
[3600.74s - 3600.74s] 你快起床
[3600.74s - 3601.02s] 你快起床
[3601.02s - 3601.02s] 你快起床
[3601.02s - 3601.02s] 你快起床
[3601.02s - 3601.02s] 你快起床
[3601.02s - 3601.02s] 你快起床
[3602.22s - 3602.22s] 你快起床
[3602.22s - 3604.02s] 你快起床
[3604.02s - 3609.98s] 你快起床你快起床你快起床你快起床作诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚诚�
[3600.00s - 3600.04s]  I'm
[3600.04s - 3600.04s]  going
[3600.04s - 3600.04s]  to
[3600.04s - 3600.08s]  put
[3600.08s - 3600.22s]  it
[3600.22s - 3600.32s]  in
[3600.32s - 3600.54s]  here
[3600.54s - 3601.40s]  and
[3601.40s - 3604.36s]  I'm
[3604.36s - 3604.60s]  going
[3604.60s - 3604.82s]  to
[3604.82s - 3606.58s]  put
[3606.58s - 3608.78s]  it
[3608.78s - 3608.92s]  in
[3608.92s - 3609.16s]  here
[3609.16s - 3609.24s]  and
[3609.24s - 3610.04s]  I'm
[3610.04s - 3610.12s]  going
[3610.12s - 3610.58s]  to
[3610.58s - 3610.68s]  put
[3610.68s - 3610.68s]  it
[3610.68s - 3610.68s]  in
[3610.68s - 3610.68s]  here
[3610.68s - 3610.68s]  and
[3610.68s - 3610.68s]  I'm
[3610.68s - 3610.68s]  going
[3610.68s - 3610.68s]  to
[3610.68s - 3610.68s]  put
[3610.68s - 3610.68s]  it
[3610.68s - 3610.68s]  in
[3610.68s - 3610.68s]  here
[3610.68s - 3610.68s]  and
[3610.68s - 3610.68s]  I'm
[3610.68s - 3610.68s]  going
[3610.68s - 3610.68s]  to
[3610.68s - 3610.68s]  put
[3610.68s - 3610.68s]  it
